プロローグ,負傷兵シモン,村人,麻雀……？ ドンジャラ……（じゃらじゃら）>>12 何言ってんだ、んなもん今更言うまでもないだろう。あ、今日始まった場合俺夜明け後しばらくいないんでよろしく。
プロローグ,負傷兵シモン,村人,やべ、議題答えてなかった。■１ 雪だ。白い。■２ 戦場に年度もなにも関係ないんだぜ。■３ イーグルス！■４ スペインだなワインさいこー。
プロローグ,村長ヴァルター,狂人,ヨアヒムいらっしゃい。麻雀は覚えさせられる人も多いと思うんだ……。村長は俗世を離れたい願望があるから、見学に留めておくけどね。今でも思い出す、夜中に煙の充満した脂臭い部屋を。
プロローグ,村長ヴァルター,狂人,日本が好きです。好きなお酒も日本酒です。
プロローグ,少女リーザ,村人,ふぁあ…おはようです。まーじゃん？食べられますか？
プロローグ,少女リーザ,村人,■１　窓辺でぼーっとしてると、ぽかぽか温かくて眠くなるのです。■２　年末には家族でおこた囲んでどら○えもんどんじゃら大会でしたが、年度末なんて、パパがけっさんとか言って忙しそうでつまんないのです。■３　こないだまおちゃんがカッコよかったですね～。え？違うですか？■４　じゃぱーん！！！なのです。
プロローグ,村長ヴァルター,狂人,リーザいらっしゃい。何だか人が集まり始めましたね。
プロローグ,羊飼いカタリナ,村人,じ、ジムゾンさん酷いです、私ハコなのです……めそ。どこかから脱衣麻雀という言葉が聞こえてきましたが、聞かなかったことにしますっ。いつもはめそぷよ1号、2号、3号(羊)と打っているのですよ～
プロローグ,村長ヴァルター,狂人,リーザは……まだお酒は飲めないんだったね。オレンジジュースでも飲むかい。つ【サントリー】
プロローグ,少女リーザ,村人,ヴァルおじ様、こんにちはです。日本酒、いいですよね～。おさしみいただいてる時なんか、さいこーなのです。辛口が特に好きなのです。ってパパが言ってたです。
プロローグ,少女リーザ,村人,わーい♪鳥居さんの所のオレンジジュースですね！いただくです（ごくごく）
プロローグ,羊飼いカタリナ,村人,２＠´ ω）y━~「リーチ」（パシッ１＠´ ω）「現物で～」（パシッリナ「えっと、んっと、こ、これ……かなっ」（パシッ２＠´ ω）y━~「あぁ、それだな、ロン、リーチ、イッパツ、チートイ、ホンイツ、ハネ満」リナ「Σ　……めそ。」
プロローグ,少女リーザ,村人,オレンジっぽくない味のような気がしたですけど、美味しかったのです。（ぷはー）めそぷよちゃん達はまーじゃんできるですか。賢いのですねえ。ひづめでどうやってぱいを持つのでしょうか…両手で挟んで一生懸命持ち上げるのでしょうか…。想像するだけで、萌えてくるのです………。じゃなくていえいえ。なんでもないのです。
プロローグ,少女リーザ,村人,∑なんだか強そうですね！もふもふにさわってみたいですが、パパのお手伝いに呼ばれてしまいましたので、ちょっと行ってくるですー。
プロローグ,神父ジムゾン,人狼,リーザとヨアヒムもいらっしゃい。後一人来れば夜が明けますね。カタリナ>>30あらら・・・なら私は別の人と打つことにしますよ・・・あ、ヨアヒム君それロンです。ピンフ・ジュンチャン・ドラ1・・・また満貫ですね。
プロローグ,農夫ヤコブ,人狼,おっと、以外と早くあつまりそうだね。できればフルメンバーがいいところだけどね。
プロローグ,青年ヨアヒム,人狼,うわーん、ジムゾンさんがカモる！そんなに激しくすると僕…とんじゃう…！点数計算丸投げなんですが…い…いくら払えばヨロシイデスカ？
プロローグ,羊飼いカタリナ,村人,普段はこんな感じなのです、……めそ。2号が一番強いのですよ。そうですね、ひづめで牌を挟んでいますね。めそぷよたちも頑張っているのですよっ。ぷよ。ジムゾンさん強いのですね。ジムゾンさんと2号の対局を見てみたいものです、まる。ヨアヒムさん、ハコだって言っておけば見逃してもらえますよっ
プロローグ,農夫ヤコブ,人狼,羊がひづめで盲パイしてるの想像した。
プロローグ,神父ジムゾン,人狼,ヨアヒム>>39＞満貫以上の役は点数が決まってて満貫は子が8000点親は12000点です。私は子ですので8000点ですね。カタリナ>>40＞普通はハコになっても誰かから点を借りて打つ物ですよ・・・めそぷよさんたちと打ってるみたいなのでお邪魔しちゃ悪いと思ったから他の人と打ってるだけです。
プロローグ,羊飼いカタリナ,村人,しょ、初心者なので勘弁してくださいっ、……めそ。ちなみにＭＳ……麻雀スケールは2号＞1号＞3号≧私、なのです。ぷよ。
プロローグ,村長ヴァルター,狂人,あと1人で開始人数になるのですね。ヤコブの言うとおり、出来ればもう少し集まって貰えるとなおいいのですが。リーザのお父さんはお刺身で一杯やるのが好きなのか。なかなかツウだね。村長は、日本酒の肴はご飯もの派だよ。米同士の相性の良さ。あぁ素晴らしきかな、日本。
プロローグ,青年ヨアヒム,人狼,>ジムゾンあ、ありがとーございますジムゾンさん。8k差し出します。ガクガクブルブル。>カタリナFbどこー？
プロローグ,羊飼いカタリナ,村人,皆さんお酒の話をしていますが、私は飲めないのですっ。飲んだら別人になっちゃうらしいのです、ぷよ。あと一人ですが、できればフルメンバーで集まるといいですねっ……Fbって何でしょうか、めそ。ハコ？
プロローグ,神父ジムゾン,人狼,ヨアヒム君>>45＞きっと宇宙用なので除外されたのでしょう＜フルバーニアン。と、いうかこのネタ知ってる人が居るのかどうか・・・
プロローグ,羊飼いカタリナ,村人,かな入力でハコだと勘違いしたのです、恥ずかしいのです、めそ。ふるばーにあん、ですか？ヤフー先生にググってみたら、ガンダムが出てきました、ぷよ。
プロローグ,羊飼いカタリナ,村人,めそぷよ試作一号機・フルバーニアンめそぷよ試作二号機・サイサリスめそぷよ試作三号機・デンドロビウムこうでしょうか、ぷよ。デンドロビウムなのに麻雀は弱いのですよっ
プロローグ,司書クララ,村人,おっと、そいつは通らないねぇ…ロンだ。小三元・三暗コウ・トイトイ・ドラ３…悪いな…倍満だ…[...はニヤリとほくそ笑んだ]
プロローグ,司書クララ,村人,■１　寒い…が、心地いい…■２　年度末…ふ…雀ゴロのあたいにゃぁ関係ねぇ■３　巨人軍…永遠に不滅だ。■４　フランスはパリ、生粋のパリシィだ。■５　エアーに。仮16時半、本17時半希望。
プロローグ,少年ペーター,占い師,へくっちんムズムズ
プロローグ,司書クララ,村人,あたしゃ、そこいらの玄人とは訳が違うからねぇ…アンタたち、覚悟しときなよ…[...はメガネをかけた]はわわわわっ！す、すみませぇん！わ、私、メガネを外すと急に強気になっちゃうんですぅ…し、失礼な事いって申し訳有りませぇんっ！あ、あの…麻雀…ですか？え？MSですか？えっと…MSは　ズゴック＞ゴッグ＞アッガイ　ですぅ…
プロローグ,少年ペーター,占い師,花粉のばーろー決定明日は際どそうなんだ。鳩でちら見はいけるハズ。仮は昼希望。
プロローグ,村長ヴァルター,狂人,村長が決定出すことになったら、お昼はちょっと厳しいですね。今から他の人に丸投げしてしまいましょうか
プロローグ,神父ジムゾン,人狼,クララとペーターいらっしゃい。これで間違いなく夜は明けますね。とりあえずクララのエアー議題に。■5.仮16:00、本決定17:00希望で。
プロローグ,少年ペーター,占い師,■ぽかぽか■山は片付いたらしいよ！何山？■さぁ■ニュージーランドでめくるめくもふもふ
プロローグ,神父ジムゾン,人狼,ペーターの言う昼がどれくらいの時間を指すのかによりますね。私は13:00くらいにでてても確認は可能ですが。
プロローグ,司書クララ,村人,さってとぉ～♪夜明けまでもう少しありますねぇ～♪ちょっと本屋さんでもいこうかなぁ～♪…あいたっ[...は段差も無いところですっころび、メガネがぶっ飛んだ]【...の表情が険しく変わってゆく…】……くっくっく。臭うねぇ…雀ゴロの臭いがぷんぷんしやがる…。おい、そこのあ～…ヨアヒムつったか？後、茶色いフードの小娘っ！！そこの青い服の糸目っ！…打てるんだろ…？ちょっと打ってかねぇか？くっくっく…
プロローグ,司書クララ,村人,ペタ坊＞あたいは何時でもいいねぇ。ま、無理っぽい奴らがいるなら更新付近がいいんじゃないか？くっくっく…花粉症ねぇ…まぁ、つれぇわな。ほらよっ。やるよ。つ【アイボン、マスク（花粉99％カット）】
プロローグ,少年ペーター,占い師,お昼は12時ぐらい。一応鳩もあるけど仮は時間通りじゃないと確認できないかも。
プロローグ,少年ペーター,占い師,クラ姉ありがとう！これで今日は闘いに臨む。じゃーね
プロローグ,司書クララ,村人,>>28お？どら○えもんドンジャラか…あたいもリザ位の時は結構やったぜ…こう…積み込みとかな。……ん？どら○えも…いや、こまけぇ事はいいか。
プロローグ,少女リーザ,村人,>>44ヴァルおじ様は、ご飯ものがおつまみになるですか。結構同意なのですが、飲んだ後の仕上げ派が多いと思ってたので、まわりに合わせる事が多いのです。ってパパが言ってたです。クララおねえちゃまは、アレなのですね。めがねで人格が…こほん。いえいえなんでもないのです。
プロローグ,少女リーザ,村人,∑どら○えも…間違えたとかそんな事はないのですよ。多分。きっと。ち、ちっちゃいことは気にしなくていいと思うです！
プロローグ,少女リーザ,村人,リーザは多分夜中以外は、結構時間に融通きくと思うのです。色々合わせるです。
プロローグ,農夫ヤコブ,人狼,仮とか本とか言ってるけど、みんな、おおげさだなあ。とりあえず先にいっとくけど、ゲルトは寝ちゃダメだぞ♪
プロローグ,少女リーザ,村人,ヤコおにいちゃま、ふみんふきゅうだなんて、おぬしも鬼よのう、ですね。せめて、お昼寝禁止くらいにしておきましょう♪
プロローグ,羊飼いカタリナ,村人,おお、11人になりましたねっこれで夜明けを迎えることができます、ペタ君クララさんこんにちは～■5．仮決定16:30、本決定17:30くらいを希望ですが、昼コアのはずなのでそれより早くても構いません、ぷよわ、私、初心者だから打てませんよ、……めそ
プロローグ,農夫ヤコブ,人狼,でもゲルトっちてば、23時間59分55秒くらいずーっと寝てるんだよ。それも毎日。たまには起きておくのもいいと思うよ。
プロローグ,村長ヴァルター,狂人,>>64なるほどねぇ。リーザのお父さんは、空気の読める人なんだね。村長は世捨て人を気取りたいから、美味しく飲めるお酒を追求してるよ。
プロローグ,村長ヴァルター,狂人,>>70起きた5秒間でゲルトは一体何をしてるのだろう。村民の生活くらい把握しとかないとまずいかな。
プロローグ,司書クララ,村人,>>69あん？麻雀初心者ねぇ…ま、あたいは素人（トーシロ）から金はとらねぇ主義だから安心しな。狙うのは飢えている玄人（バイニン）のみさ…くっくっく…そこの糸目の神父なんかは手頃だと思うんだけどねぇ…
プロローグ,少女リーザ,村人,>>70そ、そんなに！ゲルトおにいちゃま、寝すぎです…。ヴァルおじ様の姿勢は、正しい酒飲みの姿だと思うですよ。パパはえいぎょうとかいうお仕事だからですね。きっと。気の置けない仲間で各々が好きに楽しめるのが一番、なのです。おうちでは脂ののったお刺身といっしょに白いご飯を食べながら日本酒をいただくのが一番好きなのです。ってパパが言ってました。
プロローグ,村長ヴァルター,狂人,>>73メガネさん、メガネさん。あんまり大っぴらにやられると村長の立場が無いので、巻き上げたりしないで下さいよ。黙認するにも限度がありますんで！　最近、お役所が色々とうるさいんですよ……
プロローグ,羊飼いカタリナ,村人,ゲルトさんはいつも寝ていますよね、俗に言うニートというやつでしょうか？村長さんもお仕事お疲れ様なのです、ぷよ
プロローグ,少女リーザ,村人,どうやら、神父様とクララおねえちゃまと、２号ちゃんのうちの誰かが一番強そうなのですね。
プロローグ,村長ヴァルター,狂人,>>74お付き合いのことを考えると、自分の楽しみを追求するお酒は味わえないからね。炊きたてのご飯とおいしい肴を供に、一定のペースで３合ほどの熱燗を頂く。うーん、これぞ幸せ。さて、賭場を用意するのも一苦労だけど無事に済んだら村長も一杯やるぞ。
プロローグ,村長ヴァルター,狂人,カタリナの羊が最強になったら、掛け金の行方はどうなるのだろう。　ハッ……全部カタリナの懐に入る仕組みか！こいつは恐れ入った。
プロローグ,司書クララ,村人,>>75んあ？あー……。[...はヴァルターの袖の下に５０万ゲルトを入れた]これでしばらくはいいよな？（ニコッ
プロローグ,少女リーザ,村人,>>78ヴァルおじさま熱燗ですか。冬にふぐひれ酒が最高なのです。寒い中初詣をしながら外で熱々なのをいただくのも最高なのです。その後おうちでどんじゃら大会なのです。リーザは普段は、ひやか、常温が好きなのです。…じゃなくて、パパが好きって言ってたです。クララおねえちゃまがお約束な感じで素敵ですね。ではそろそろリーザはパパに、今夜からお泊りするっておねだりしてくるです。また後できますー。
プロローグ,ならず者ディーター,村人,お邪魔するよ。
プロローグ,ならず者ディーター,村人,取りあえず今のとこは顔出しだけだ。夜明け後はしばらく顔出せそうにないがよろしくな。
プロローグ,村娘パメラ,霊能者,今、この村では東洋のゲームが流行なのかしら。
プロローグ,仕立て屋エルナ,村人,ずざあ
プロローグ,羊飼いカタリナ,村人,むう……お酒の話題には入れないのよね、めそと思っていたら、フルメンになってるっ。皆さんよろしくお願いしますねっ、ぷよ
プロローグ,神父ジムゾン,人狼,ディタパメエルナいらっしゃい、いつの間にかフルメンバーですね。お酒の話題ですか・・・では教会に寄付されたピンドンでも空けてみますか（なぜピンドンなのかはわかりません）
プロローグ,仕立て屋エルナ,村人,ラス枠ゲッツ。皆よろしくだヨ。とと、何だ何だーピンフ村だけに麻雀が流行ってるのカ？倍プッシュだー！
プロローグ,司書クララ,村人,おっ！酒かぁ…景気よく一杯やるかぁ！？くっくっく…あたいも付き合うぜぇ。［...は一升瓶を机にドンッと置いた］
プロローグ,司書クララ,村人,>>88くっくっく…狂気の沙汰程面白いってね…
プロローグ,村娘パメラ,霊能者,議題を考えるだけで夜があけそう……■５　仮16:30　本17:30　希望ね。不定期参加だけど、ある程度、時間に余裕があるからコアは合わせられると思うわ。今の時期は、春休みでひまなのよね。
プロローグ,羊飼いカタリナ,村人,私は始めたばかりだからめそぷよたちと打ってるのよっ対人戦はジムゾンさんでこりごりなのです、めそ
プロローグ,神父ジムゾン,人狼,エルナ>>88＞おそらくクララがつきあってくれるかと。私は・・・おっと教会に来客のようです・・・ではまた夜明け後に。(逃げる)
プロローグ,司書クララ,村人,>>87ピンドンたぁ、気がきくねぇ。あたいにもおくれよ。シャンパンには目がないんだ。どうせならシャンパンコールもお願いしたいがね。くっくっく…。>>88あたいとやるかい？レートはデカリャンピンでどうだ？
プロローグ,司書クララ,村人,けっ、誰もやらねぇのかよ…骨のあるやつはいないのか？まぁ、いいや…酒でも…［...はピンクドンペリを煽るように飲んだ］ひっく…//////んあ～～☆♪＃［...はメガネをかけた］ふぇ～～～☆頭がくらくらしますぅぅぅ～♪ふにゃぁ…［...はその場に倒れた。21時位まで起き上がりそうにない］
プロローグ,羊飼いカタリナ,村人,私も夜明けに居られるかな、ご飯の準備もしなくちゃいけないし、めそ
プロローグ,村長ヴァルター,狂人,（ヴァルターはクララのポケットマネーをそっと懐にしまった…）ふぅ、小役人は楽じゃないよ全く。皆が途中で倒れたりしないよう、無事を教会で祈るくらいしか村長には出来ない。
プロローグ,羊飼いカタリナ,村人,おなかがすいたのです……めそ
プロローグ,農夫ヤコブ,人狼,先に言っておきますが、更新後は一言話してすぐに離席しますので。ＣＯとか廻ってても夜にしか対応できません。
プロローグ,村長ヴァルター,狂人,りょうかーい
プロローグ,村長ヴァルター,狂人,シモンも直後は居ないと言ってたし、そこまで難しく考えなくてもいいかと。
プロローグ,農夫ヤコブ,人狼,更新です♪
プロローグ,農夫ヤコブ,人狼,一言
1日目,楽天家ゲルト,村人,ふぁーあ……ねむいな……寝てていい？
1日目,農夫ヤコブ,人狼,一言
1日目,羊飼いカタリナ,村人,議題置いておきますねっ、ぷよ■1.まとめ役について■2.能力者のCO時期について■3.回避について
1日目,羊飼いカタリナ,村人,6手3狼＋狂、灰最大11からスタート。白確定の共有者もいなく、吊り縄は2手減、しかも狂狼の数は変わってないときました。狩人も潜んでいるし、流石に占確定はないでしょうから、もう少し灰は狭まることになりますが。Fまでの感覚ではいけませんね、がんばりますっ、ぷよまとめは霊で良いと思うのです、本来なら回避どんと来い派なのですが、投票COが難しい以上FOでいいとおもいますっ。吊り縄も無駄にできませんしねっ
1日目,羊飼いカタリナ,村人,自殺票でCOは、狼が適当な所に入れてそこを襲撃すれば良い訳ですから成り立ちませんそこで狂狼の連携を切るために定時同時CO案を出そうと思っていたのですが……この村はコアズレが激しいようなので、現実的ではないですね、めそもう少し様子を見てからにしますが、今COをまわしちゃってもいいんじゃないかな、と思うのですと言いながらご飯を食べに行くのです、回避関連についてはまた後で触れるのです
1日目,村長ヴァルター,狂人,ゲルトは相も変わらず三年寝太郎かい。村長も日がな一日ごろ寝してみたいよー。などと語っていたらカタリナの大演説が始まっている。まとめ役が不安ならカタリナがやってみてはどうだろうか？
1日目,少女リーザ,村人,ゲルトおにいちゃまは早速お昼寝ですか。リナおねえちゃま、議題ありがとなのです。同時COは戦略的な有利不利を別にして、時間調整の負担を考えると残念ながらあまり現実的ではないので考慮しないです。■１．もしも霊COして確定したら確霊がまとめ、潜伏もしくは確定しなければ初日多数決で占い先を決めて、白確定になったら明日は白確、ならなければ明日考えるです。
1日目,少女リーザ,村人,■２．占さんも霊さんも初日CO希望なのです。まとめ役狙いで初日白狙い占いとかになったらなんだかもったいない気がするですし。まあ、確定しなければ同じかもですが。何より回避で偽能力者COできる逃げ道はふさいでしまいたいです。自殺票使った非投票CO、というのでしょうか？は、三日目第一声COの補助機能程度にしか考えてませんので、FOに感じるメリットを上回る程とは思ってないです。
1日目,村長ヴァルター,狂人,■1.まとめ役は霊能者が確定すればその人におまかせするのが一番確実でしょう。まぁまだ初日なので、今日のみ決定者が不在でも何とかなるかな、とは思いますが。■2.という訳で霊能者が先行してCOになるのが良いかと思います。占い師を潜伏させるメリットがあるのかというと、日数の余裕もあまり無いのでFOにやや賛成、です。
1日目,神父ジムゾン,人狼,夜が明けましたね。そしてカタリナさん議題投下サンクスなのです。■1.確霊まとめ＞まとめ無し多数決ですね。立候補はその人に占い当てないと私は信じられませんので。■2。正直FOでいいかと。占い師初日に出すのも二日目に出すのも変わらないと思ってるし、投票COが使えない以上3日目第一声とかだと襲撃された人がと言う懸念がぬぐい去れませんので。
1日目,神父ジムゾン,人狼,■3.FO希望なので回避無し希望です。もし占霊どちらか潜伏の場合は占霊ともにありありで。能力者候補だまって占吊りとかいけませんよ。
1日目,少女リーザ,村人,■３．FOなら考慮不要ですが、もしも潜伏方針になったら、占霊、占吊両方回避あり希望なのです。能力は灰につかいましょう。>>109ヴァルおじ様は無防備な方な感じなのですね。個人的には、立候補や推薦によるまとめ役の場合、占吊どちらかは当てる方針にするですからあまり推奨しないですが、そういう発想が素直に出てくるのは好きなのです。では一旦ごはんにいってくるですー。
1日目,羊飼いカタリナ,村人,ああ、不確定の場合は勿論多数決なのです、何故か確霊想定で喋っていました、めそ白確定が出来ればその人に任せたいのですが、まとめを出来るか出来ないかで占い先を考えるなんて愚の骨頂ですっ。と釘を刺しておくのです、しっかり黒狙い占いだよ追加議題でもおいておくねっ□4.占い先は黒狙いor白狙い？ここの認識のズレがあると村側同士でも衝突になり兼ねないので、はっきりさせておきましょう、ぷよ
1日目,村娘パメラ,霊能者,■1　初日に霊COして確定すればまとめ役、確定しなければ占い先は多数決で決定でいいんじゃないかしら。霊COに対抗が出て、占い先が白確なら明日は白確に。立候補や声が大きくていつのまにかにまとめてたというのは無しにしたいところね。■2　潜伏している間に襲撃されることを考えると、FOを希望するわ。夜明け直後に来られない方もいるようだから、霊COした後に結果を見て占COを回すようなことも難しそうだし。
1日目,シスターフリーデル,狩人,おお、明けてるとは！■１：初日多数決でも全然おｋ。状況次第で確定能力者か白確が出ればまとめで。出ない状況続いたら、ってあんまりなさそうな気がしたり。■２：なるほど自殺票ＣＯは投票ＣＯ足り得ないのねー。というわけで他に思い浮かばないし占霊同時にＣＯ回し始める感じでＦＯ希望で。■３：ＦＯなら無しで。潜伏なら…あんまり状況イメージできてないんでどうなんだろう？
1日目,村娘パメラ,霊能者,■3　FO希望だから回避しようがないけど、潜伏するなら占吊当たりそうな占霊は当然COしてほしいわ。能力の無駄使いですもの。□4.占い先はCOと寡黙な人が多いかを見て考えるから、白黒狙うと最初から決めにくいわ。リナ >>116　確かめておきたいんだけど、リナは黒狙いを希望してるのかしら?　最初から黒い人がいるとはあまり思えないんだけど。
1日目,村長ヴァルター,狂人,■3.基本FOで考えてるので回避はなしですが、潜伏ならありです。後は狩人の回避も場合によっては認めるべきかと。>>115何を指して無防備と言ってるのか判りませんが、カタリナの反応が見られれば良いのですよ。本気でまとめ役任せようとは思っていません。あ、PC環境の問題で返答が遅れることもありますが悪しからず。
1日目,村長ヴァルター,狂人,>>116一先ず、反応からまとめ役は占い済でないと任せられない、という事で宜しいでしょうか。共が居ない痛手がこんなところで出るとは。□4.一概に白狙い、黒狙いが良いとは言えない部分です。長く占機能が保てれば灰を狭める為の白狙いが有効です。黒狙いが良いとされるのは、一般に占は短命だと言われてるからでしょう。ま、私も【黒狙い】で希望をだしておきます。
1日目,シスターフリーデル,狩人,>>116「まとめを出来る出来ないかで占い先を考えるなんて愚の骨頂」に同意～。まぁ「しっかり黒狙い」かどうかはそれぞれのやり方によると思うけど。「□４的」には衝突も判断材料になるんじゃないのとは思うので、本人の中での考え方示してくれればそれでいいんじゃないの？とは思う。ただ「まとめを出来る出来ないかで～」とか「狙いを明確に」とかは狼側の嘘をつきにくくさせる予防線にはなると思うので良いね。
1日目,神父ジムゾン,人狼,>>116＞私は状況によりけりだと思います。例えば今日霊確定しなかった場合。二日目以降のまとめ役お願いしたいという意味で白狙いで占うのはありでしょう。と言うわけで□4.今は白狙いとも黒狙いともいえません。状況によりけり。で提出
1日目,神父ジムゾン,人狼,では私もお祈りの時間なので行ってきます。戻ってくるのは23:00過ぎると思います。ではまた後で。
1日目,少女リーザ,村人,□４．今日なら黒いと思う人がいれば黒狙い、いなければ比較的発言から判断しにくそうな人狙い、と思ってるです。まとめ役狙い「だけ」を理由に占い希望出す事は無いと思うです。明日以降はその時々の状況によって変わるでしょうから、理由もその時言うですけど。ちなみに希望を出すのは、できれば初日CO分まわってからがいいですね。占われやすそうな人を騙りに出す、とか方針決められるのもちょっと悔しいですし。
1日目,村長ヴァルター,狂人,>>119初日から黒い人は居ないかも知れませんが、違和感や不審点を見つけてそれを素直に言えば良いのでは？パメラは懐疑的な人なんですかね。まぁカタリナが何を基準にして黒狙いしていくつもりなのかは、私も興味があります。これは私の考えですが、多分まとめ役作るのを主目的に占いをしたい人は狼くらいじゃないでしょうか。しかし、決定役が居ないのも不安なんですよ村長なのに。
1日目,少女リーザ,村人,>>120ヴァルおじ様なるほど、反応見る為でしたか。皆へ投げてるようでしたので、邪魔してたら申し訳なかったですね。「無防備」に関しては、狼かもしれない方にまとめ役を任せるのは、という意味です。ヴァルおじ様がどういうタイプかわかってないのでFAしてないですが、頼りになりそうだから実際まとめ役やって欲しい、と言う方には本気で思ってる素直な村人さんの時が意外と多いと思ってたので、目をひいたのです
1日目,羊飼いカタリナ,村人,ご飯を食べながらはお行儀が悪いですね、もぐもぐ>>119私の回答としては「最黒でない黒寄り占い」ですね。A＞B＞C＞D＞EとあればDくらいの位置でしょうか。黒は当てたいですが、最黒の人は吊りに当ててしまえばいいのです。ぷよ。確かに最初から黒い人なんてそうそういませんが、できるだけ黒いと思えるところを占いに挙げたいですし、このスタンス表明は今日に限っての話ではないので。あくまで基本であって、～
1日目,村長ヴァルター,狂人,>>127いえ、実際にカタリナが村側ならやって欲しいと思ってますよ。まとめを頼りになる人に任せたいというのは村長らしい発言じゃないとは思いますが……。肝心のカタリナが狼の可能性を考えると任せきりには出来ないでしょう。で、リーザのその話は個人の経験則の様なのであんまり参考には出来そうにないです。
1日目,少年ペーター,占い師,【占い師は僕！】颯爽とCO.そこでものすごいアレなのだけど、多数決だろうが霊確してまとめが決定出しをしようが、確認関係が危ういんだけど・・・いやね真剣にさ。プロでも言った通り決定関係は統一占いを希望したいなら、昼12ごろ出してくれないと最悪セットできないかもしれないんだ。自分でも、わがまますぎてどうしようもないと思うんだけど、特に明日は仮本夕方なら二度確認は無理そうで・・・自由占いでって言うなら
1日目,羊飼いカタリナ,村人,～白が出たら詰む、とか特殊な状況の場合は別ですよ？めそ>>121占い済じゃないと絶対嫌ですっ。推薦されたのが私だったとしても村視点ではノイズですから。立候補はなんだか占いが損な気がします。やる気があるのは良い事ですが、占SGになるだけです、占い機能は有限なのです、めそ。夜明け後からの発言から漂う気負わない感じは村長さん狼の場合さらっと言えるのでしょうか、少し言いづらいと思うのです、まる
1日目,少年ペーター,占い師,セット先を名言してから出かけるよ。
1日目,少年ペーター,占い師,定時COの話が出ていたけど、音頭を取るっていう気概のある人がいないと纏まらないからCOしたよ。対抗は出るだろうし、霊COも順次COしてってほしいよ。■1■2.FOして確定霊になったらまとめ宜しくね。自殺票による投票COの話が出てるけど、FOオンリーしか戦略の幅が取れなくなるかなと思うけど、あまりシステム上否定された感じの策をとりたくないんだ。■3.回避についてはお約束なんだろうけど、狩人の吊り回
